Name Equatorial Polar BlueFlux GreenFlux RedFlux Parallax RadialVelocity Distance Periodicity Location
P01539 177.079 116.712 1.28e-13 5.44e-14 2.88e-14 0.002 0.95 undef 0.0 BackC05
P03218 177.353 118.901 2.8e-12 1.38e-12 5.36e-13 0.005 1.34 undef 0.0 BackC05
P06186 174.674 125.608 3.43e-15 2.24e-15 1.49e-15 0.008 1.43 125 0.0 BackC06
P09241 175.299 122.099 7.25e-12 7.42e-12 5.29e-12 0.005 1.61 undef 0.0 BackC06
P05657 176.053 121.212 1.05e-17 1.31e-17 1.61e-17 0.005 1.67 undef 0.0 BackC06
P03862 176.411 122.809 1.37e-14 8.83e-15 4.62e-15 0.004 1.54 undef 0.0 BackC06
P02254 177.928 125.21 2.32e-16 2.29e-16 2.07e-16 0.004 0.98 undef 0.0 BackC06
P08552 178.523 125.531 1.43e-14 9.83e-15 5.47e-15 0.005 0.81 undef 0.0 BackC06
P05744 179.633 122.74 1.21e-15 1.16e-15 8.04e-16 0.005 1.22 undef 50.360110803324105 BackC06
P06621 181.386 118.912 5.53e-14 3.12e-14 1.47e-14 0.004 0.74 undef 0.0 BackD05
P03288 181.855 117.649 4.77e-14 2.71e-14 1.33e-14 0.005 0.23 undef 0.0 BackD05
P00126 182.705 118.877 2.58e-12 1.27e-12 5.15e-13 0.004 0.48 undef 0.0 BackD05
P00903 182.892 117.287 1.09e-14 6.01e-15 3.4e-15 0.005 -0.03 undef 0.0 BackD05
P03677 183.252 116.557 4.95e-17 5.68e-17 4.71e-17 0.004 -0.2 undef 0.0 BackD05
P02478 183.65 115.238 4.18e-12 4.03e-12 2.99e-12 0.004 -0.46 undef 0.0 BackD05
P01892 184.586 119.609 1.3e-16 1.45e-16 1.14e-16 0.004 0.06 undef 0.0 BackD05
P00031 185.111 119.05 7.17e-17 8.04e-17 8.29e-17 0.004 -0.32 undef 0.0 BackD05
P09292 185.545 118.822 1.55e-12 2.99e-12 4.14e-12 0.005 -0.25 undef 0.0 BackD05
P02790 187.414 119.59 3e-15 2.2e-15 1.23e-15 0.005 -1.11 undef 0.0 BackD05
P09677 187.624 119.774 4.43e-15 2.94e-15 1.81e-15 0.005 -1.17 undef 0.0 BackD05
P08682 189.394 119.959 1.99e-13 9.18e-14 4.28e-14 0.004 -1.8 undef 0.0 BackD05
P05023 190.755 119.299 4.82e-16 4.3e-16 3.08e-16 0.005 -2.0 undef 49.16170903190913 BackD05
P02565 191.516 119.133 1.73e-13 8.95e-14 4.41e-14 0.002 -2.33 undef 0.0 BackD05
P00421 193.919 119.861 7.67e-15 5.47e-15 2.86e-15 0.003 -3.17 undef 0.0 BackD05
P00311 181.964 122.397 1.03e-14 4.71e-15 2.83e-15 0.004 0.87 undef 0.0 BackD06
P04197 182.114 121.694 1.4e-12 3.39e-12 4.1e-12 0.007 0.94 143 0.0 BackD06
P09739 182.655 122.362 4.52e-16 4.04e-16 2.8e-16 0.005 0.8 undef 0.0 BackD06
P01509 182.794 126.556 4.91e-13 2.84e-13 1.15e-13 0.006 -0.09 167 0.0 BackD06
P03118 183.772 126.408 1.29e-15 1.15e-15 6.78e-16 0.003 -0.16 undef 49.80821917808219 BackD06
P01140 183.956 123.075 1.88e-13 9.93e-14 4.88e-14 0.006 0.08 167 0.0 BackD06
P04212 184.097 122.157 3.8e-14 2.42e-14 1.11e-14 0.006 0.65 167 0.0 BackD06
P02316 184.11 123.754 7.08e-16 5.26e-16 3.92e-16 0.005 -0.12 undef 48.949919224555735 BackD06
P00966 184.957 121.28 2.28e-16 2.39e-16 2.08e-16 0.003 0.37 undef 0.0 BackD06
P00114 185.508 122.416 2.15e-17 3.06e-17 3.51e-17 0.005 -0.11 undef 0.0 BackD06
P06408 185.938 120.294 2.73e-17 4.78e-17 4.23e-17 0.004 -0.37 undef 0.0 BackD06
P02467 186.05 124.989 1.78e-16 2.15e-16 1.68e-16 0.006 -0.66 167 0.0 BackD06
P04709 186.356 121.728 5.07e-15 2.69e-15 1.62e-15 0.003 -0.39 undef 0.0 BackD06
P05300 186.551 121.503 3.86e-15 2.29e-15 1.35e-15 0.002 -0.25 undef 0.0 BackD06
P00799 186.618 121.137 1.79e-15 1.46e-15 8.36e-16 0.005 -0.48 undef 0.0 BackD06
P04978 186.792 122.563 1.06e-17 1.62e-17 2.54e-17 0.003 -0.78 undef 0.0 BackD06
P05457 187.011 121.636 4.17e-16 3.72e-16 2.58e-16 0.004 -0.89 undef 0.0 BackD06
P01656 187.026 121.682 1.75e-13 8.67e-14 4.15e-14 0.004 -0.76 undef 0.0 BackD06
