Name Equatorial Polar BlueFlux GreenFlux RedFlux Parallax RadialVelocity Distance Periodicity Location
P01951 136.951 156.068 2.82e-16 1.85e-16 8.46e-17 0.001 0.99 undef 0.0 DownE05
P04985 137.687 155.264 8.69e-17 5.38e-17 3.18e-17 -0.001 0.36 undef 0.0 DownE05
P04647 135.399 155.894 1.59e-16 1.02e-16 5.6e-17 0.001 1.37 undef 0.0 DownE05
P03657 135.646 155.917 3.81e-16 2.15e-16 1.04e-16 -0.001 1.25 undef 0.0 DownE05
P00459 139.145 154.241 1.41e-17 1.37e-17 8.93e-18 0.003 -0.02 undef 51.5014164305949 DownE05
P05971 137.034 155.297 5.13e-14 3.11e-14 1.56e-14 0.001 0.5 undef 0.0 DownE05
P02600 135.783 155.677 7.77e-14 5.92e-14 3.58e-14 -0.001 1.24 undef 0.0 DownE05
P01157 137.188 155.194 2.39e-17 1.72e-17 1.16e-17 0.002 0.37 undef 0.0 DownE05
P03134 136.355 155.275 3.26e-16 2.66e-16 1.23e-16 -0.001 0.6 undef 0.0 DownE05
P00583 136.843 155.091 1.16e-15 5.15e-16 2.64e-16 0.0 0.33 undef 0.0 DownE05
P03923 136.516 155.216 6.81e-14 3.92e-14 2.24e-14 0.002 0.56 undef 0.0 DownE05
P08638 135.388 155.465 3.46e-14 1.7e-14 8.11e-15 -0.001 1.18 undef 0.0 DownE05
P08164 135.455 155.407 3.92e-17 2.44e-17 1.44e-17 0.0 1.21 undef 0.0 DownE05
P07500 137.217 154.349 3.6e-17 2.92e-17 1.76e-17 0.001 -0.02 undef 0.0 DownE05
P06828 135.308 155.434 3.06e-14 1.56e-14 7.41e-15 -0.0 1.37 undef 0.0 DownE05
P03185 135.353 155.156 4.62e-14 2.51e-14 1.19e-14 -0.0 1.0 undef 0.0 DownE05
P02252 135.471 155.208 1.77e-16 1.11e-16 6.03e-17 0.001 0.83 undef 0.0 DownE05
P08095 136.33 154.779 1.84e-16 1.54e-16 7.39e-17 0.002 0.11 undef 0.0 DownE05
P09027 135.455 154.947 5.19e-15 1.36e-14 2.61e-14 0.001 0.73 undef 0.0 DownE05
P10110 135.285 155.111 2.33e-16 1.21e-16 6.45e-17 0.002 1.08 undef 0.0 DownE05
P01683 134.518 155.228 7.73e-16 4.05e-16 2.35e-16 -0.001 1.5 undef 0.0 DownE05
P08792 134.973 155.132 3.93e-16 1.83e-16 9.33e-17 0.0 1.07 undef 0.0 DownE05
P09095 135.458 155.046 5.02e-16 3.15e-16 1.51e-16 -0.001 0.64 undef 0.0 DownE05
P05783 135.481 155.086 4.65e-14 2.21e-14 1.32e-14 0.001 0.57 undef 0.0 DownE05
P09846 134.622 155.352 6.07e-17 3.56e-17 2.35e-17 -0.0 1.57 undef 0.0 DownE05
P04835 135.499 154.782 2.61e-16 1.58e-16 7.79e-17 0.0 0.19 undef 0.0 DownE05
P08221 135.915 154.653 5.04e-16 2.42e-16 1.44e-16 0.001 0.22 undef 0.0 DownE05
P00857 134.876 154.993 4.98e-16 3.16e-16 1.59e-16 0.001 0.99 undef 0.0 DownE05
P00907 135.589 154.915 2.57e-16 1.51e-16 7.89e-17 0.002 0.3 undef 0.0 DownE05
P09594 135.177 155.0 2.01e-17 1.68e-17 9.23e-18 0.0 0.96 undef 0.0 DownE05
P08416 135.014 155.015 1.08e-15 6.1e-16 3.23e-16 0.001 1.26 undef 0.0 DownE05
P08561 134.865 155.076 4.04e-17 2.48e-17 1.46e-17 0.001 1.23 undef 0.0 DownE05
P09683 135.21 154.925 2.39e-17 1.75e-17 1.01e-17 0.002 0.67 undef 0.0 DownE05
P05227 135.146 154.847 7.27e-17 4.54e-17 2.62e-17 0.0 0.85 undef 0.0 DownE05
P09197 135.161 154.935 6.53e-14 4.49e-14 2.9e-14 -0.001 0.55 undef 0.0 DownE05
P08607 135.118 154.934 3.46e-17 2.42e-17 1.57e-17 0.002 0.66 undef 0.0 DownE05
P06569 135.052 154.826 5.84e-17 3.93e-17 2.29e-17 0.002 0.44 undef 0.0 DownE05
P01684 135.168 154.888 3.68e-15 1.57e-15 7.86e-16 0.001 0.55 undef 0.0 DownE05
