name x y flux0 flux1 flux2 width rv
F00948  17.554 -11.843 1.91e-16 9.86e-17 7.26e-17 23.49 -357.42
F00935  17.588 -11.740 1.11e-16 1.16e-16 6.24e-17 23.05 -357.53
F00936  17.634 -11.315 2.00e-16 9.67e-17 8.62e-17 29.02 -357.37
F00969  17.648 -11.457 1.63e-16 1.50e-16 8.24e-17 25.39 -357.23
F00940  17.687 -11.654 1.57e-16 1.29e-16 7.82e-17 33.96 -357.51
F00963  17.701 -11.983 2.10e-16 1.32e-16 7.00e-17 33.64 -357.39
F00954  17.763 -11.400 1.18e-16 8.83e-17 4.74e-17 19.47 -357.18
F00983  17.765 -11.946 1.85e-16 1.28e-16 9.26e-17 27.09 -357.41
F00982  17.777 -12.277 1.66e-16 9.10e-17 8.10e-17 43.46 -357.37
F00938  17.778 -12.103 1.64e-16 1.14e-16 6.51e-17 32.92 -357.38
F00942  17.799 -11.883 1.51e-16 9.71e-17 7.23e-17 23.60 -357.28
F00933  17.845 -11.551 1.52e-16 1.12e-16 7.37e-17 26.46 -357.49
F00961  17.868 -12.000 1.48e-16 1.04e-16 7.17e-17 31.78 -357.27
F00985  17.905 -12.112 2.15e-16 1.22e-16 9.64e-17 36.35 -357.47
F00928  17.911 -12.082 1.62e-16 1.28e-16 8.80e-17 43.30 -357.45
F00974  17.912 -12.075 1.79e-16 8.26e-17 6.39e-17 20.82 -357.23
F00939  17.915 -12.015 1.87e-16 9.56e-17 1.01e-16 35.07 -357.21
F00971  17.926 -12.134 1.36e-16 1.02e-16 6.39e-17 27.35 -357.39
F00976  17.935 -12.170 1.89e-16 1.49e-16 9.35e-17 41.09 -357.60
F00950  17.941 -11.999 2.44e-16 9.49e-17 7.12e-17 24.49 -357.27
F00944  17.947 -12.088 1.64e-16 8.76e-17 6.48e-17 36.91 -357.29
F00980  17.949 -12.067 1.98e-16 1.16e-16 6.32e-17 32.40 -357.34
F00967  17.950 -12.092 1.67e-16 8.26e-17 5.64e-17 33.85 -357.27
F00975  17.952 -12.099 1.40e-16 8.86e-17 6.35e-17 27.80 -357.35
F00977  17.953 -11.753 1.59e-16 1.07e-16 8.44e-17 43.28 -357.48
F00973  17.954 -12.086 1.28e-16 8.18e-17 7.37e-17 17.10 -357.46
F00957  17.955 -12.306 9.37e-17 7.71e-17 4.19e-17 27.16 -357.43
F00981  17.956 -12.095 1.40e-16 9.58e-17 5.89e-17 23.02 -357.36
F00965  17.959 -12.085 2.09e-16 1.20e-16 7.39e-17 33.95 -357.32
F00930  17.959 -12.102 1.65e-16 1.14e-16 7.06e-17 27.26 -357.46
F00951  17.964 -12.020 1.28e-16 7.62e-17 6.21e-17 38.56 -357.56
F00929  17.967 -11.928 1.13e-16 8.29e-17 7.67e-17 33.77 -357.37
F00956  17.967 -12.146 1.24e-16 9.33e-17 7.04e-17 25.57 -357.31
F00932  17.970 -12.095 1.17e-16 1.10e-16 5.49e-17 27.96 -357.32
F00937  17.978 -12.021 1.56e-16 9.46e-17 8.48e-17 43.95 -357.36
F00959  17.984 -12.034 1.89e-16 1.06e-16 7.48e-17 34.11 -357.55
F00934  17.987 -12.098 1.69e-16 1.02e-16 7.75e-17 20.63 -357.45
F00964  17.990 -12.147 1.85e-16 9.51e-17 7.68e-17 21.66 -357.25
F00946  18.007 -12.074 1.42e-16 1.09e-16 6.65e-17 30.19 -357.30
F00960  18.015 -12.094 1.14e-16 7.80e-17 5.43e-17 36.19 -357.32
F00941  18.017 -12.054 1.65e-16 1.27e-16 7.46e-17 24.66 -357.20
F00943  18.066 -12.718 1.44e-16 1.13e-16 8.83e-17 34.26 -357.50
F00949  18.081 -12.248 1.38e-16 1.15e-16 9.32e-17 24.01 -357.27
F00968  18.120 -12.093 1.39e-16 1.07e-16 7.15e-17 26.45 -357.35
F00970  18.166 -12.349 1.70e-16 1.33e-16 8.31e-17 29.11 -357.21
F00966  18.184 -12.487 1.82e-16 1.38e-16 7.21e-17 24.71 -357.15
F00931  18.212 -11.903 1.62e-16 1.28e-16 7.12e-17 37.42 -357.36
F00978  18.227 -12.290 1.50e-16 9.82e-17 7.84e-17 27.23 -357.30
F00984  18.247 -12.597 1.02e-16 6.28e-17 4.88e-17 21.26 -357.47
F00953  18.268 -12.240 1.27e-16 1.12e-16 6.83e-17 23.56 -357.49
F00958  18.278 -12.716 1.66e-16 1.07e-16 7.08e-17 27.37 -357.56
F00955  18.315 -11.528 1.08e-16 1.21e-16 5.25e-17 34.50 -357.42
F00945  18.328 -11.852 1.79e-16 1.02e-16 7.43e-17 27.88 -357.56
F00952  18.336 -11.254 1.50e-16 1.06e-16 8.44e-17 47.12 -357.30
F00927  18.420 -12.001 1.11e-16 1.09e-16 5.73e-17 27.86 -357.33
F00947  18.463 -12.092 1.59e-16 1.24e-16 7.57e-17 46.65 -357.36
F00962  18.536 -11.910 2.62e-16 1.27e-16 6.50e-17 41.63 -357.62
F00972  18.587 -11.223 2.21e-16 1.75e-16 8.05e-17 24.05 -357.45
F00986  18.943 -12.021 1.40e-16 1.04e-16 5.87e-17 20.67 -357.28
F00979  18.957  -9.703 2.17e-16 1.42e-16 1.04e-16 27.45 -356.99
