Time,Flux
0.0,1.1676298088843193
1.0,1.1575579538243965
2.0,1.1934671229280682
3.0,1.1713019385517496
4.0,1.2009635444536235
5.0,1.1580865798165578
6.0,1.1950505914588916
7.0,1.1836046681295889
8.0,1.1950430359693989
9.0,1.2299719239640734
10.0,1.2338935643818698
11.0,1.226774956838508
12.0,1.2341571949740333
13.0,1.2257347057812154
14.0,1.245606083326973
15.0,1.269214914072964
16.0,1.2782947180331894
17.0,1.2599289843723174
18.0,1.2906983618831758
19.0,1.2486836747547674
20.0,1.253065308495731
21.0,1.2607956569744811
22.0,1.1761531854847609
23.0,1.1569768069662167
24.0,1.1289375952724077
25.0,1.0650350771742048
26.0,1.051947308081757
27.0,1.032364153711901
28.0,1.0005915265790448
29.0,1.0132311542732275
30.0,1.0174460698260914
31.0,1.018293540467977
32.0,1.029779312841622
33.0,1.0303489109980524
34.0,1.0188354870806187
35.0,1.052419130866981
36.0,1.0505249929192249
37.0,1.060953864312431
38.0,1.0871186099179218
39.0,1.0585760756235687
40.0,1.08651363169003
41.0,1.093640961420787
42.0,1.0862932469924873
43.0,1.0956305739878633
44.0,1.1042349809345708
45.0,1.0957514287648689
46.0,1.1056909045857426
47.0,1.1363200254926937
48.0,1.1396305077456232
49.0,1.154419253053258
50.0,1.148318311584754
51.0,1.1406256650805942
52.0,1.176286846906751
53.0,1.1577122439945127
54.0,1.1800954147356826
55.0,1.1656558794967378
56.0,1.1887702625681646
57.0,1.1980390922401276
58.0,1.1945712220480844
59.0,1.2157619590370432
60.0,1.1934097331955509
61.0,1.1909433387472106
62.0,1.1938118712454122
63.0,1.2491847488886372
64.0,1.2688802507384247
65.0,1.2533334106864789
66.0,1.2862166627089984
67.0,1.2525389635499882
68.0,1.2560546160466746
69.0,1.2514029937751112
70.0,1.2614370799425716
71.0,1.2370465377553523
72.0,1.2428332301802634
73.0,1.1693010601149774
74.0,1.141394830723872
75.0,1.109563428139674
76.0,1.0954474210735223
77.0,1.0022699648807347
78.0,0.9976855268803708
79.0,0.9838310740100379
80.0,1.0141460043505333
81.0,1.007387499181004
82.0,1.0279353668348004
83.0,1.0298841043422142
84.0,1.057865262214572
85.0,1.0934637973551473
86.0,1.0610365745461614
87.0,1.0371566214692445
88.0,1.071684640511616
89.0,1.0712865734493402
90.0,1.073331084704779
91.0,1.1239203985433655
92.0,1.110432794957481
93.0,1.1264563432979553
94.0,1.1162479354740733
95.0,1.1206433377407523
96.0,1.1042267138045292
97.0,1.0920595518260034
98.0,1.1482534248701124
99.0,1.1396787520186356
100.0,1.1391744790732727
101.0,1.158765135400271
102.0,1.1499228640309198
103.0,1.1793247959907538
104.0,1.1638859247172095
105.0,1.1783664107111986
106.0,1.169941840799397
107.0,1.17812798706549
108.0,1.2070092249647648
109.0,1.1964774099303397
110.0,1.1794366199111515
111.0,1.2085087192077204
112.0,1.22461988464079
113.0,1.2220875987083306
114.0,1.2248999181436113
115.0,1.2161863581509937
116.0,1.234580440147334
117.0,1.23675316059894
118.0,1.2647786379747687
119.0,1.285901502117172
