name x y flux0 flux1 flux2 width rv
F05319   3.122  -4.218 2.40e-17 1.60e-17 8.80e-18 12.92 -997.73
F05326   3.224  -4.088 1.50e-17 1.73e-17 9.18e-18 11.64 -997.60
F05323   3.230  -4.171 2.37e-17 1.35e-17 1.24e-17 11.93 -997.52
F05320   3.235  -4.268 2.17e-17 2.12e-17 1.23e-17 14.49 -997.61
F05322   3.269  -4.222 2.08e-17 1.29e-17 1.01e-17  9.53 -997.69
F05321   3.272  -4.271 1.87e-17 1.23e-17 7.70e-18 14.93 -997.71
F05317   3.273  -4.286 1.36e-17 1.28e-17 7.81e-18  9.80 -997.69
F05316   3.286  -4.310 1.48e-17 1.02e-17 7.72e-18 11.96 -997.84
F05330   3.289  -4.468 1.77e-17 1.64e-17 5.98e-18 14.68 -997.56
F05299   3.300  -4.271 1.78e-17 1.14e-17 9.52e-18 11.19 -997.59
F05313   3.301  -4.314 1.73e-17 1.48e-17 8.78e-18 10.71 -997.54
F05325   3.302  -4.174 2.38e-17 1.41e-17 9.07e-18 11.95 -997.71
F05302   3.307  -4.159 2.01e-17 1.76e-17 1.08e-17 18.34 -997.69
F05324   3.321  -4.273 1.53e-17 1.28e-17 8.47e-18 16.19 -997.46
F05297   3.325  -4.185 2.32e-17 1.59e-17 9.79e-18 18.09 -997.53
F05300   3.325  -4.278 2.58e-17 1.30e-17 7.04e-18 11.85 -997.80
F05312   3.326  -4.272 2.46e-17 1.27e-17 9.21e-18 12.95 -997.71
F05327   3.326  -4.271 1.96e-17 1.46e-17 1.25e-17 18.71 -997.43
F05308   3.329  -4.308 2.08e-17 1.57e-17 9.19e-18 15.00 -997.74
F05307   3.329  -4.228 2.41e-17 1.42e-17 1.17e-17 12.11 -997.57
F05309   3.337  -4.179 2.79e-17 1.83e-17 1.12e-17 13.11 -997.58
F05305   3.345  -4.428 2.15e-17 1.96e-17 1.15e-17  9.68 -997.64
F05301   3.347  -4.262 1.78e-17 1.01e-17 9.85e-18 10.68 -997.54
F05318   3.353  -4.211 2.66e-17 1.41e-17 1.25e-17  9.97 -997.53
F05332   3.354  -4.266 2.34e-17 1.59e-17 1.11e-17  6.83 -997.60
F05303   3.360  -4.273 1.80e-17 1.09e-17 7.20e-18  8.79 -997.33
F05314   3.374  -4.173 1.31e-17 1.25e-17 8.70e-18 11.47 -997.65
F05310   3.388  -4.267 1.46e-17 1.21e-17 8.50e-18 10.82 -997.75
F05331   3.438  -4.213 2.21e-17 1.63e-17 7.76e-18  6.01 -997.69
F05306   3.441  -4.268 2.38e-17 1.30e-17 1.25e-17 13.02 -997.69
F05328   3.460  -4.361 2.14e-17 1.50e-17 1.02e-17 11.58 -997.62
F05304   3.484  -4.212 1.73e-17 1.36e-17 9.63e-18 11.80 -997.54
F05311   3.586  -4.124 1.74e-17 1.41e-17 7.61e-18 11.02 -997.67
F10792   7.935  -0.559 2.56e-16 2.02e-16 9.52e-17 36.43 -275.86
F10796   7.975  -0.405 3.15e-16 1.85e-16 1.29e-16 51.90 -275.49
F10803   8.004  -0.554 1.91e-16 1.70e-16 1.07e-16 53.82 -275.60
F10802   8.122  -0.465 1.93e-16 1.61e-16 9.65e-17 53.55 -275.55
F10797   8.134  -0.541 1.95e-16 1.51e-16 7.68e-17 37.75 -275.64
F10799   8.139  -0.596 2.08e-16 1.29e-16 1.18e-16 35.45 -275.62
F10795   8.276  -0.002 2.47e-16 1.47e-16 1.05e-16 42.64 -275.52
F10790   8.552  -0.925 3.47e-16 2.24e-16 1.30e-16 26.17 -275.87
F10793   8.598  -1.796 3.50e-16 2.27e-16 1.74e-16 32.40 -275.52
F10800   8.809  -1.544 2.26e-16 1.82e-16 1.20e-16 35.52 -275.62
F10801   8.830  -0.452 2.85e-16 2.06e-16 8.77e-17 30.36 -275.69
F08116  10.409  -8.721 1.45e-17 1.13e-17 6.90e-18 12.68 -1087.31
F08104  10.785  -8.586 1.34e-17 1.08e-17 6.75e-18  7.94 -1087.42
F08117  10.885  -8.443 1.24e-17 1.17e-17 7.56e-18  9.81 -1087.43
F08099  10.886  -8.534 1.18e-17 1.03e-17 9.37e-18  6.55 -1087.52
F08126  10.908  -8.395 1.73e-17 1.07e-17 7.30e-18  8.04 -1087.48
F08111  10.915  -8.407 2.61e-17 1.29e-17 9.02e-18  5.85 -1087.51
F08098  10.920  -8.298 1.39e-17 1.24e-17 6.85e-18  7.32 -1087.45
F08129  10.923  -8.393 2.35e-17 1.46e-17 9.40e-18  6.77 -1087.40
F08101  10.926  -8.393 1.72e-17 1.24e-17 9.13e-18  8.97 -1087.37
F08113  10.927  -8.432 1.95e-17 1.24e-17 6.67e-18 10.12 -1087.50
F08096  10.928  -8.308 1.39e-17 1.19e-17 7.56e-18  8.36 -1087.58
F08102  10.938  -8.381 1.78e-17 1.15e-17 6.03e-18 10.89 -1087.51
F08110  10.940  -8.392 1.29e-17 1.19e-17 9.31e-18  5.81 -1087.53
F08120  10.944  -8.394 1.82e-17 1.51e-17 8.46e-18  9.92 -1087.37
F08121  10.945  -8.394 2.34e-17 1.04e-17 7.80e-18 18.26 -1087.57
F08108  10.952  -8.454 2.19e-17 1.30e-17 7.26e-18  8.63 -1087.50
F08103  10.962  -8.394 1.64e-17 1.01e-17 7.35e-18  9.46 -1087.47
F08128  10.963  -8.396 1.43e-17 1.22e-17 5.61e-18  9.93 -1087.56
F08093  10.966  -8.362 2.37e-17 1.29e-17 1.09e-17 12.58 -1087.51
F08100  10.979  -8.305 1.91e-17 1.02e-17 9.15e-18  9.24 -1087.51
F08130  10.981  -8.423 1.77e-17 1.21e-17 5.21e-18 11.09 -1087.51
F08105  10.998  -8.486 2.52e-17 1.24e-17 9.85e-18  8.95 -1087.50
F08107  11.017  -8.340 1.29e-17 1.38e-17 7.11e-18  7.12 -1087.53
F08118  11.039  -8.371 1.89e-17 1.77e-17 1.03e-17  9.13 -1087.62
F08132  11.042  -8.333 1.63e-17 1.04e-17 6.47e-18 15.10 -1087.37
F08122  11.048  -8.443 1.44e-17 1.17e-17 6.76e-18 13.18 -1087.58
F08131  11.082  -8.758 1.55e-17 1.07e-17 5.72e-18  9.17 -1087.43
F08124  11.180  -8.407 1.54e-17 1.30e-17 1.03e-17  9.06 -1087.56
