Time,Flux
0.0,1.004747620140276
1.0,1.007185407181407
2.0,1.0347884575696809
3.0,1.034895439046057
4.0,1.0616183701133344
5.0,1.0617747968806128
6.0,1.0741889348847986
7.0,1.0459591349597035
8.0,1.1087923368023545
9.0,1.0742089434943523
10.0,1.0965043627285576
11.0,1.1145884520165947
12.0,1.117757251917315
13.0,1.08931222295594
14.0,1.1164502841811754
15.0,1.124480728194671
16.0,1.1542719927568514
17.0,1.164663179532915
18.0,1.1885829023956134
19.0,1.1662850322879406
20.0,1.180503672622019
21.0,1.197804407574239
22.0,1.190314263081225
23.0,1.2017020075142326
24.0,1.2177462027944022
25.0,1.2391499710639398
26.0,1.239735111025977
27.0,1.2215192715508854
28.0,1.2768906452257862
29.0,1.2619990061871567
30.0,1.3166714806696864
31.0,1.2854801541784395
32.0,1.2838123078312416
33.0,1.284941996472289
34.0,1.313081303411225
35.0,1.32672044970552
36.0,1.3221701106202437
37.0,1.3375942059663444
38.0,1.3010074041705113
39.0,1.3652429777091504
40.0,1.3861260978222303
41.0,1.3254428575079942
42.0,1.2866699206432917
43.0,1.2220002427243686
44.0,1.1842008988734187
45.0,1.1245440001099736
46.0,1.055950798471499
47.0,1.0265188559059688
48.0,0.9974353727224625
49.0,0.9968664741494679
50.0,1.0131631096864224
51.0,1.0327803976195877
52.0,1.0442373505898161
53.0,1.0493246084626244
54.0,1.0174431487863314
55.0,1.0661959936883778
56.0,1.0696685946684816
57.0,1.0646821941581708
58.0,1.1156254323080288
59.0,1.1015646716899787
60.0,1.1183345394578312
61.0,1.118086541128966
62.0,1.1297442068965162
63.0,1.1286373393748956
64.0,1.1647590762037874
65.0,1.1626644435378723
66.0,1.161156262476846
67.0,1.2087915500663748
68.0,1.1580521764831806
69.0,1.1809169424314125
70.0,1.2173818483677064
71.0,1.21721407294726
72.0,1.2048209857405707
73.0,1.2311430414191145
74.0,1.218439601049692
75.0,1.2376195038453093
76.0,1.2566483518743314
77.0,1.2787883914477747
78.0,1.275597020216017
79.0,1.2759361093155526
80.0,1.2627201397503143
81.0,1.311715780020377
82.0,1.2750241998096878
83.0,1.2955564505119213
84.0,1.3150275329528516
85.0,1.3334403442577385
86.0,1.3184420350224506
87.0,1.3241854077527786
88.0,1.3338667370521091
89.0,1.3456453624399882
90.0,1.3183042709533446
91.0,1.26600425311028
92.0,1.2426026796080707
93.0,1.1851063013461196
94.0,1.1278997526087744
95.0,1.0486936384953491
96.0,0.9995544627139262
97.0,1.01470861473389
98.0,1.0144341219256474
99.0,1.0162232580535835
100.0,1.0410726594196884
101.0,1.059060225197672
102.0,1.0579746412435052
103.0,1.0643155338258785
104.0,1.0524637091539417
105.0,1.0771097807526018
106.0,1.085212867110826
107.0,1.1049109336215568
108.0,1.1077972818857658
109.0,1.1084309321373325
110.0,1.1215645033189785
111.0,1.1146014551109926
112.0,1.1602159737191469
113.0,1.1566613402729735
114.0,1.1511828178557681
115.0,1.1615225488291419
116.0,1.2077651123868116
117.0,1.1815979358557527
118.0,1.1637499972476961
119.0,1.205164863515754
